"tokenId","sender","price","timestamp"
"OTK149-13","terra150ya56n7nvas32fuu0mk2crg70erk7y6fxyffp","19uusd","2022-04-21T20:53:38Z"
"OTK163-268","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","13uusd","2022-04-21T20:38:24Z"
"OTK152-344","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","9.69uusd","2022-04-21T20:36:56Z"
"OTK152-452","terra1xhpny0s0rvz36n7unwj5nctq25g0d82qvjrck2","9uusd","2022-04-21T20:24:14Z"
"OTK093-10","terra1f88r0zssdr3fqhtge803mxf2ed2evm9pk47a63","5uusd","2022-04-21T20:22:20Z"
"OTK085-112","terra1f88r0zssdr3fqhtge803mxf2ed2evm9pk47a63","5uusd","2022-04-21T20:19:25Z"
"OTK090-111","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","27uusd","2022-04-21T20:13:24Z"
"OTK107-41","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","10uusd","2022-04-21T20:03:22Z"
"OTK139-149","terra104qj7xf5rjjnthugmqkgxuv3xz7dvf64c38wdv","20uusd","2022-04-21T19:57:57Z"
"OTK037-60","terra104qj7xf5rjjnthugmqkgxuv3xz7dvf64c38wdv","55uusd","2022-04-21T19:56:42Z"
"OTK033-89","terra104qj7xf5rjjnthugmqkgxuv3xz7dvf64c38wdv","69uusd","2022-04-21T19:48:11Z"
"OTK061-139","terra1y689lc74k20kesg7kqel3azxwskx4gws8pq7tg","20uusd","2022-04-21T19:27:51Z"
"OTK046-10","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","100uusd","2022-04-21T18:39:45Z"
"OTK017-1","terra1uym5gel62w0g5smmdcfg8auzt3s3nsyuah3aw0","1600uusd","2022-04-21T18:10:13Z"
"OTK049-4","terra179e7hxmsdhle2ddaftrdkqar3qh9mxezz024f0","75uusd","2022-04-21T18:04:54Z"
"OTK066-3","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","40uusd","2022-04-21T17:46:28Z"
"OTK094-312","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","19uusd","2022-04-21T17:40:12Z"
"OTK035-108","terra1uym5gel62w0g5smmdcfg8auzt3s3nsyuah3aw0","50uusd","2022-04-21T17:34:05Z"
"OTK027-4","terra1ztx2h9ykzs4n6ejresm2ahujme0k5kda07qeat","4500uusd","2022-04-21T17:20:48Z"
"OTK154-412","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","7.5uusd","2022-04-21T17:04:44Z"
"OTK160-231","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","14uusd","2022-04-21T17:01:34Z"
"OTK033-80","terra1uy3yqel8rg7ysnytza7sq9ausvl9ch54qtnytn","69uusd","2022-04-21T16:49:02Z"
"OTK107-453","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","9uusd","2022-04-21T16:37:42Z"
"OTK159-248","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","9uusd","2022-04-21T16:35:35Z"
"OTK152-459","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","8.5uusd","2022-04-21T16:34:41Z"
"OTK085-8","terra1jh876grj729q8tuxadefudklv66sq079myycyh","9uusd","2022-04-21T16:32:14Z"
"OTK112-461","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","5.5uusd","2022-04-21T16:31:55Z"
"OTK122-361","terra1nfusxy5lt3vtc9gh7p4neq37e3gww0p29l5knc","11uusd","2022-04-21T16:31:27Z"
"OTK107-11","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","6uusd","2022-04-21T16:31:02Z"
"OTK095-132","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","9.1uusd","2022-04-21T16:24:18Z"
"OTK092-10","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","7uusd","2022-04-21T16:22:46Z"
"OTK061-141","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","15uusd","2022-04-21T16:20:10Z"
"OTK086-12","terra1eps6km2s7uvpgegjwu2qc4xttphhsecdsd87ry","15uusd","2022-04-21T16:19:38Z"
"OTK087-141","terra1eps6km2s7uvpgegjwu2qc4xttphhsecdsd87ry","30uusd","2022-04-21T16:18:50Z"
"OTK051-4","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","100uusd","2022-04-21T16:17:08Z"
"OTK118-11","terra1eps6km2s7uvpgegjwu2qc4xttphhsecdsd87ry","7.5uusd","2022-04-21T16:16:02Z"
"OTK040-44","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","69uusd","2022-04-21T16:12:04Z"
"OTK038-69","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","80uusd","2022-04-21T16:11:25Z"
"OTK036-67","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","89uusd","2022-04-21T16:09:27Z"
"OTK116-461","terra1nfusxy5lt3vtc9gh7p4neq37e3gww0p29l5knc","9.4uusd","2022-04-21T15:22:23Z"
"OTK096-32","terra1qfv2wgrzp20g87d6tr07w60uq0ah3ncqzwu5qx","9.9uusd","2022-04-21T14:43:21Z"
"OTK092-317","terra180cx8j4uvgp36sy36qzg3v2ke7j8uaepzdyp8v","6.9uusd","2022-04-21T13:58:16Z"
"OTK153-53","terra1f3855gmeqefp2mtt2mc7w9604nnwpzhhsh5w0d","10.9uusd","2022-04-21T13:40:52Z"
"OTK114-32","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","11.9uusd","2022-04-21T13:36:02Z"
"OTK114-275","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","7.5uusd","2022-04-21T13:27:06Z"
"OTK114-317","terra1x66wzag4vumxlz39crrgeh6u9lrqxtvk27776l","6.69uusd","2022-04-21T12:51:06Z"
"OTK067-4","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","30uusd","2022-04-21T11:43:05Z"
"OTK070-12","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","15uusd","2022-04-21T11:42:46Z"
"OTK072-44","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","19uusd","2022-04-21T11:42:13Z"
"OTK069-141","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","10uusd","2022-04-21T11:41:13Z"
"OTK068-4","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","30uusd","2022-04-21T11:40:40Z"
"OTK096-10","terra1vlmtmgqp60jkhgcn0ez86jgxz9l2xm00nty4xl","7.5uusd","2022-04-21T11:39:11Z"
"OTK041-3","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","90uusd","2022-04-21T11:38:05Z"
"OTK113-412","terra1va7qh003qvcwgchfkjz27d4avtev7rjwzznn8j","10uusd","2022-04-21T11:36:58Z"
"OTK141-11","terra12mvh6r4d30a7e60645ral9mvasjwqv50c6tg6c","80uusd","2022-04-21T11:33:40Z"
"OTK162-10","terra12pk97qtjf0l5rarxlj6dys99wkurhx0x53jdqr","5uusd","2022-04-21T11:08:37Z"
"OTK098-10","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","7.5uusd","2022-04-21T09:22:16Z"
"OTK153-312","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","12uusd","2022-04-21T09:05:21Z"
"OTK078-125","terra1jsrvxa8talaa0j6as9laz2xmt30z8lgjhrqev3","20uusd","2022-04-21T06:53:36Z"
"OTK125-5","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","1199uusd","2022-04-21T06:50:32Z"
"OTK122-222","terra1ems2lksxys234ws3rphn4qsce8pmc7cuddmnm6","5uusd","2022-04-21T06:11:03Z"
"OTK027-1","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","2500uusd","2022-04-21T06:05:19Z"
"OTK151-80","terra1ems2lksxys234ws3rphn4qsce8pmc7cuddmnm6","6uusd","2022-04-21T06:01:42Z"
"OTK096-359","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","5uusd","2022-04-21T06:00:12Z"
"OTK027-4","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","1299uusd","2022-04-21T05:44:28Z"
"OTK108-20","terra16ucgt76xzr049yzw6z5xcw7u486dk6yst7pnh7","9uusd","2022-04-21T05:43:41Z"
"OTK091-25","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","17uusd","2022-04-21T05:42:22Z"
"OTK104-11","terra16ucgt76xzr049yzw6z5xcw7u486dk6yst7pnh7","5uusd","2022-04-21T05:40:18Z"
"OTK155-102","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","16uusd","2022-04-21T05:19:16Z"
"OTK066-141","terra18tdt67d0g6mfmfu02e4c99te7hadu6lc9ek7xc","30uusd","2022-04-21T05:19:02Z"
"OTK059-67","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","75uusd","2022-04-21T05:12:48Z"
"OTK054-19","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","99uusd","2022-04-21T05:11:57Z"
"OTK080-141","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","20uusd","2022-04-21T05:11:12Z"
"OTK035-83","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","150uusd","2022-04-21T05:10:19Z"
"OTK115-102","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","12.77uusd","2022-04-21T05:09:53Z"
"OTK145-1","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","50uusd","2022-04-21T05:08:49Z"
"OTK081-97","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","20uusd","2022-04-21T05:07:35Z"
"OTK110-275","terra1ypmkeefsd8ufq0qgezxvmh424a459vmy97pg7f","9.5uusd","2022-04-21T05:06:23Z"
"OTK047-72","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","75uusd","2022-04-21T04:59:37Z"
"OTK083-32","terra1uym5gel62w0g5smmdcfg8auzt3s3nsyuah3aw0","12uusd","2022-04-21T03:12:51Z"
"OTK130-5","terra1s4gdwhralkyfafqyffjx90sv3z3efkfcj4k40m","2998uusd","2022-04-21T01:55:36Z"
"OTK033-40","terra129p8askpzz04elp43hlem3k6dj04778w4d78n9","50uusd","2022-04-21T01:47:21Z"
"OTK071-141","terra1vvugq0lwh5m8gs68cfdamskfuufzxe42jvvftq","20uusd","2022-04-21T01:29:40Z"
"OTK118-93","terra150ya56n7nvas32fuu0mk2crg70erk7y6fxyffp","14.8uusd","2022-04-21T00:35:48Z"
"OTK043-37","terra1vvugq0lwh5m8gs68cfdamskfuufzxe42jvvftq","50uusd","2022-04-21T00:24:13Z"
"OTK111-396","terra1qkeqe8wx998p3ajmr7s570g7nt8lywffzjwswp","0.1uusd","2022-04-20T23:53:16Z"
"OTK154-58","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","20uusd","2022-04-20T23:31:09Z"
"OTK116-93","terra1gp77zurztv5s7mklcn25d0k9dw4932r5alagtp","9.4uusd","2022-04-20T23:08:16Z"
"OTK025-5","terra1ztx2h9ykzs4n6ejresm2ahujme0k5kda07qeat","5000uusd","2022-04-20T23:05:37Z"
"OTK153-3","terra1qkeqe8wx998p3ajmr7s570g7nt8lywffzjwswp","1uusd","2022-04-20T22:34:42Z"
"OTK016-5","terra1ztx2h9ykzs4n6ejresm2ahujme0k5kda07qeat","4000uusd","2022-04-20T21:50:05Z"
"OTK032-3","terra1ztx2h9ykzs4n6ejresm2ahujme0k5kda07qeat","5000uusd","2022-04-20T21:48:19Z"
"OTK094-100","terra1ztx2h9ykzs4n6ejresm2ahujme0k5kda07qeat","10uusd","2022-04-20T21:46:47Z"
"OTK089-71","terra1eps6km2s7uvpgegjwu2qc4xttphhsecdsd87ry","25uusd","2022-04-20T21:15:17Z"
"OTK096-296","terra1ems2lksxys234ws3rphn4qsce8pmc7cuddmnm6","5uusd","2022-04-20T21:11:51Z"
"OTK073-41","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","25uusd","2022-04-20T21:04:29Z"
"OTK044-43","terra1f88r0zssdr3fqhtge803mxf2ed2evm9pk47a63","60uusd","2022-04-20T21:02:24Z"
"OTK036-69","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","29uusd","2022-04-20T20:56:48Z"
"OTK033-70","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","29uusd","2022-04-20T20:55:27Z"
"OTK072-83","terra1vvugq0lwh5m8gs68cfdamskfuufzxe42jvvftq","18uusd","2022-04-20T20:55:20Z"
"OTK066-104","terra1vvugq0lwh5m8gs68cfdamskfuufzxe42jvvftq","25uusd","2022-04-20T20:52:26Z"
"OTK114-249","terra1usmlmthwputsg9768yajl0k94gpz77cvdyvvs6","1uusd","2022-04-20T20:33:23Z"
"OTK163-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:59:57Z"
"OTK156-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:59:17Z"
"OTK152-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:58:37Z"
"OTK104-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.11uusd","2022-04-20T19:57:38Z"
"OTK103-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","1uusd","2022-04-20T19:57:04Z"
"OTK095-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:56:17Z"
"OTK066-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:55:10Z"
"OTK065-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.1uusd","2022-04-20T19:53:57Z"
"OTK121-208","terra1lw9lzascgajx0x46awh73jfmdx2elq2nusflck","0.1uusd","2022-04-20T19:48:33Z"
"OTK120-226","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.1uusd","2022-04-20T19:47:06Z"
"OTK160-3","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","0.1uusd","2022-04-20T19:46:32Z"
"OTK116-291","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","9uusd","2022-04-20T07:44:54Z"
"OTK024-3","terra12489567e9x27hnluhf2s0a8sjlqug0nc9pz6nu","1950uusd","2022-04-20T07:41:37Z"
"OTK115-295","terra1ems2lksxys234ws3rphn4qsce8pmc7cuddmnm6","5uusd","2022-04-20T07:38:13Z"
"OTK084-44","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","19uusd","2022-04-20T06:54:15Z"
"OTK075-47","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","19uusd","2022-04-20T06:44:04Z"
"OTK136-23","terra1x5qecwsfsv4la7445aaqt00m93v87mhuuv9mxw","99uusd","2022-04-20T06:31:56Z"
"OTK034-73","terra1k03n5tcj6f7d6zkjp3xvl8h6hp05vprlscw23u","50uusd","2022-04-20T06:28:30Z"
"OTK077-92","terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj","10uusd","2022-04-20T05:42:51Z"
"OTK096-244","terra18tdt67d0g6mfmfu02e4c99te7hadu6lc9ek7xc","12uusd","2022-04-20T05:01:49Z"
"OTK125-1","terra12489567e9x27hnluhf2s0a8sjlqug0nc9pz6nu","3500uusd","2022-04-20T04:44:51Z"
"OTK124-1","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","3500uusd","2022-04-20T04:37:00Z"
"OTK126-3","terra12489567e9x27hnluhf2s0a8sjlqug0nc9pz6nu","1000uusd","2022-04-20T04:31:26Z"
"OTK097-244","terra1k03n5tcj6f7d6zkjp3xvl8h6hp05vprlscw23u","15uusd","2022-04-20T04:23:52Z"
"OTK095-129","terra1k03n5tcj6f7d6zkjp3xvl8h6hp05vprlscw23u","18uusd","2022-04-20T04:12:49Z"
"OTK130-1","terra12489567e9x27hnluhf2s0a8sjlqug0nc9pz6nu","10000uusd","2022-04-20T04:07:17Z"
"OTK063-44","terra1k03n5tcj6f7d6zkjp3xvl8h6hp05vprlscw23u","19uusd","2022-04-20T03:58:47Z"
"OTK130-2","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","999uusd","2022-04-20T03:58:33Z"
"OTK031-2","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","1000uusd","2022-04-20T03:57:41Z"
"OTK065-47","terra1k03n5tcj6f7d6zkjp3xvl8h6hp05vprlscw23u","19uusd","2022-04-20T03:56:49Z"
"OTK073-44","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","19uusd","2022-04-20T03:36:04Z"
"OTK077-47","terra1v2vp257lnlfh7all55ap8wveu9f6rdp0effqej","19uusd","2022-04-20T03:35:14Z"
"OTK152-150","terra1r52kr9ysf80g4xy80s54vpj57dmpcslmpjxc4n","10uusd","2022-04-20T03:32:50Z"
"OTK066-46","terra1v6wamcg4qhf3982v25zzcv4srdjdhekp00se4p","19uusd","2022-04-20T03:22:49Z"
"OTK061-46","terra1v6wamcg4qhf3982v25zzcv4srdjdhekp00se4p","19uusd","2022-04-20T03:18:20Z"
"OTK085-53","terra1v6wamcg4qhf3982v25zzcv4srdjdhekp00se4p","10uusd","2022-04-20T03:12:32Z"
"OTK125-1","terra1q7jh4q8d8rhzt6fzftp7a8ltq0nlxdegm89exu","700uusd","2022-04-19T21:43:03Z"
"OTK133-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:45:18Z"
"OTK153-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:44:52Z"
"OTK112-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:41:47Z"
"OTK119-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:41:27Z"
"OTK093-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:41:08Z"
"OTK087-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:40:44Z"
"OTK072-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:40:23Z"
"OTK044-1","terra1tnsc3ez0kex62gl7hk3xmgkv8aw37jgru78nyc","0.01uusd","2022-04-19T17:40:10Z"
"OTK163-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:48:24Z"
"OTK156-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:47:13Z"
"OTK152-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:46:47Z"
"OTK104-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:46:14Z"
"OTK066-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:44:39Z"
"OTK103-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:44:13Z"
"OTK095-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:43:47Z"
"OTK065-1","terra177qdgunrhvxpktu99amhk6q76cf72054wycny4","0.1uusd","2022-04-19T14:39:35Z"
"OTK095-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:21:12Z"
"OTK156-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:20:33Z"
"OTK163-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:19:55Z"
"OTK152-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:18:47Z"
"OTK104-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:15:18Z"
"OTK103-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.01uusd","2022-04-19T14:14:52Z"
"OTK066-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.1uusd","2022-04-19T14:08:24Z"
"OTK065-1","terra1sxf37hn0crc3jgf35zlg96pjrzd98rptptg8cy","0.1uusd","2022-04-19T14:06:23Z"
"OTK156-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:45:37Z"
"OTK163-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:45:11Z"
"OTK152-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:44:38Z"
"OTK104-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:44:10Z"
"OTK103-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:43:44Z"
"OTK095-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:42:41Z"
"OTK066-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:41:55Z"
"OTK065-1","terra19xc4gt7rww9awvr5czrsn99tj90e8jmkpavadz","0.01uusd","2022-04-19T13:41:29Z"
"OTK133-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:36:19Z"
"OTK153-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:35:28Z"
"OTK072-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:35:07Z"
"OTK044-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:34:47Z"
"OTK093-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:32:27Z"
"OTK119-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:31:49Z"
"OTK112-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:29:00Z"
"OTK087-1","terra1ss6t6q6htd3jgfwhzyrn8kada9ef9anzav4vtp","0.01uusd","2022-04-19T13:28:28Z"
"OTK163-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.03uusd","2022-04-19T02:25:08Z"
"OTK152-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.03uusd","2022-04-19T02:24:49Z"
"OTK065-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.03uusd","2022-04-19T02:24:11Z"
"OTK066-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.3uusd","2022-04-19T02:23:57Z"
"OTK156-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.01uusd","2022-04-19T02:23:30Z"
"OTK103-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.05uusd","2022-04-19T02:23:17Z"
"OTK095-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.06uusd","2022-04-19T02:20:27Z"
"OTK104-1","terra1fvkmyuvvpmt808r27yn24mdmy2gxpnn6782y9p","0.2uusd","2022-04-19T02:20:08Z"
